INFO: BenchmarkParams{sampleLimit=null, threads=1, delayMs=300, gpuConfig='5090', modelName='qwen2.5-coder:14b', modelUrl='https://reproduce-bubble-females-recovery.trycloudflare.com/v1/completions', apiKey='null', contextSize=4096, tokenizer=D:\work\git\model-speed-benchmark\build\resources\main\tokenizer\Qwen2.5-Coder-14B.json, dataset=D:\work\git\model-speed-benchmark\build\resources\main\dataset\repoeval\line_level.java.test.jsonl, mock=false}

timeMs, contextTokensSize, responseCharsSize
573, 534, 84
529, 472, 48
694, 1741, 40
511, 508, 24
509, 2611, 57
957, 1557, 135
966, 2664, 123
745, 3782, 74
654, 969, 66
839, 2486, 126
687, 1189, 54
716, 135, 47
547, 858, 40
1070, 333, 35
1025, 3151, 110
488, 398, 38
634, 1243, 43
576, 1183, 33
1162, 3261, 60
605, 1343, 28
575, 304, 100
647, 1309, 69
636, 1082, 35
984, 3191, 95
580, 770, 49
510, 254, 35
808, 327, 58
647, 872, 78
582, 1609, 0
559, 466, 77
564, 608, 71
568, 1244, 0
502, 387, 39
634, 574, 102
869, 1806, 51
565, 1322, 37
513, 564, 48
575, 396, 48
581, 432, 31
652, 1389, 46
529, 458, 80
483, 1040, 63
496, 411, 30
556, 579, 62
737, 870, 5
593, 861, 67
662, 669, 46
795, 814, 56
974, 3642, 62
588, 945, 37
1014, 3881, 24
899, 3362, 20
510, 326, 63
767, 2510, 76
685, 96, 100
617, 1074, 85
852, 376, 136
552, 601, 53
712, 1546, 61
800, 1068, 103
698, 177, 44
568, 844, 19
714, 1731, 85
718, 696, 26
1206, 3062, 205
508, 586, 50
971, 3442, 37
980, 3775, 34
698, 793, 110
703, 2073, 63
557, 455, 32
795, 1906, 77
675, 1848, 88
633, 933, 52
644, 1097, 31
628, 612, 54
608, 415, 72
602, 126, 95
610, 376, 102
566, 1453, 23
448, 528, 9
722, 876, 0
754, 2937, 0
614, 660, 44
508, 592, 38
1073, 2864, 46
1015, 3298, 58
523, 457, 21
694, 639, 88
739, 1776, 117
490, 1038, 52
463, 502, 12
566, 356, 81
613, 1167, 41
507, 696, 52
493, 260, 47
489, 178, 38
587, 1171, 30
820, 2494, 65
735, 2030, 109
1083, 3750, 94
660, 918, 79
492, 313, 44
536, 224, 40
782, 1747, 110
504, 470, 43
516, 571, 44
549, 1349, 0
1024, 535, 115
680, 919, 92
561, 424, 77
449, 371, 37
672, 1677, 37
901, 792, 41
688, 1970, 24
595, 777, 63
852, 2317, 89
656, 648, 119
523, 1294, 0
517, 423, 41
714, 1838, 69
560, 868, 32
509, 171, 44
635, 1059, 59
570, 578, 35
1176, 3928, 57
958, 3740, 45
752, 2066, 80
558, 786, 31
452, 643, 40
469, 904, 31
545, 230, 94
545, 651, 64
785, 1366, 92
656, 1506, 29
649, 2291, 27
479, 549, 5
1055, 2348, 96
616, 862, 27
507, 255, 31
638, 899, 56
444, 322, 36
539, 486, 90
437, 125, 35
517, 440, 57
594, 1113, 48
598, 983, 75
625, 1144, 60
595, 1003, 77
832, 2947, 28
578, 275, 60
637, 1095, 45
644, 2644, 41
675, 1797, 44
658, 1936, 25
744, 1088, 66
527, 237, 66
918, 2637, 116
725, 1765, 96
566, 820, 71
518, 457, 50
591, 996, 71
745, 1180, 73
948, 2997, 74
689, 465, 43
646, 1766, 51
817, 498, 101
646, 672, 105
462, 117, 0
569, 360, 97
548, 1233, 51
524, 767, 46
570, 397, 72
747, 527, 136
493, 414, 46
1092, 3716, 92
475, 118, 5
744, 3991, 46
510, 454, 62
517, 641, 42
725, 1680, 77
623, 1613, 29
809, 1983, 103
460, 306, 34
582, 172, 60
651, 439, 68
661, 837, 47
595, 955, 58
789, 2635, 103
721, 2259, 36
665, 1507, 44
1047, 3299, 90
694, 1080, 95
578, 539, 43
473, 352, 54
1464, 1558, 21
913, 2610, 130
523, 1132, 0
533, 398, 67
458, 321, 11
589, 412, 52
846, 1224, 86
618, 759, 60
610, 1380, 50
521, 744, 44
514, 389, 62
638, 906, 62
776, 2287, 63
918, 665, 115
928, 2675, 108
731, 850, 78
596, 1373, 20
984, 2529, 44
687, 1603, 56
484, 2244, 74
493, 623, 32
454, 433, 36
527, 709, 51
619, 349, 62
613, 1452, 25
887, 254, 71
485, 157, 32
970, 3485, 44
567, 391, 69
982, 2657, 85
794, 2241, 79
825, 1480, 54
560, 569, 78
608, 779, 97
766, 1497, 77
1056, 755, 160
738, 1726, 56
508, 558, 35
784, 917, 42
646, 531, 104
911, 3183, 34
626, 1619, 73
1274, 3276, 46
472, 1054, 67
1055, 2437, 197
1031, 1597, 109
896, 1644, 78
573, 764, 52
430, 252, 0
695, 1821, 94
979, 3487, 45
748, 503, 36
606, 776, 75
509, 457, 59
765, 708, 107
